Cruise,year,month,day,D/N,tow,net,ID,Station,Latitude,Longitude,yrday_local,hhmm,flow,vol_filt,min_press,max_press,temp,sal,max depth,min depth,CTD used,avg. t,avg sal,avg fluor,max fluor,avg o2,avg PAR,DIC(umol/kg),TA_final(umolkg-1),Si_um/kg ,pH_corr(2),PO4_um/kg,NO2+NO3 (um/kg),uM NH4
OC473,2011,8,25,N,16,9,16.09,31,50.0603,-41.7953,237.087257,205.65,5,39.1,0.1,1.2,15.9156,32.4632,0,0,3048,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1991.888822,2213.123552,1.598169742,7.933958998,0.078850788,0,0.871821762
OC473,2011,8,25,D,17,0,17,31,50.0912,-41.7312,237.331551,757.433,239,1777.9,5.1,1013.2,8.552481441,35.07721834,1000,0,3151,8.060772317,35.12122879,0.08712006,0.08712006,224.9930752,3.018874725,2126.17032,2317.564233,7.210059822,7.823444208,0.499553616,10.89971178,0.614167295
OC473,2011,8,25,D,17,1,17.01,31,50.081,-41.7227,237.374109,858.717,88,605.3,798.3,1000.4,4.537909605,34.92016949,1000,800,3151,4.588768159,34.95841791,0.021597015,0.021597015,251.2437114,1E-12,2158.021133,2300.885803,11.96672183,7.721919877,0.818581725,16.86282616,1.083939111
OC473,2011,8,25,D,17,2,17.02,31,50.0769,-41.7228,237.382338,910.567,171,1056.4,600.5,797.1,5.198604167,34.93177431,800,600,3151,5.128650746,34.97022637,0.023509453,0.023509453,235.8334229,1E-12,2163.109382,2302.267669,12.71241143,7.713774465,0.929816236,17.66253726,0.81781941
OC473,2011,8,25,D,17,3,17.03,31,50.0712,-41.7238,237.395718,929.834,241,1207.7,401,599.5,6.857224026,34.94131494,600,400,3151,6.497559204,34.94946567,0.025911443,0.025911443,201.6704129,1E-12,2168.85158,2301.328313,12.94805697,7.695878378,0.970952023,18.30995492,0.804035026
OC473,2011,8,25,D,17,4,17.04,31,50.0661,-41.7243,237.410023,950.433,334,1596.1,200.7,400.7,10.81993367,35.3615051,400,200,3151,10.80285771,35.39201244,0.018456219,0.018456219,210.0227562,0.001921994,2143.999726,2318.387578,8.649940904,7.791524883,0.66776779,13.69959768,0.921121207
OC473,2011,8,25,D,17,5,17.05,31,50.0617,-41.7242,237.428241,1016.667,183,915.1,101.1,199.7,12.50912217,35.55428507,200,100,3151,12.43206337,35.5815604,0.024414851,0.024414851,216.9839604,0.325148317,2128.306225,2336.030445,5.423769425,7.855397352,0.34189367,9.909118232,0.545861617
OC473,2011,8,25,D,17,6,17.06,31,50.0601,-41.7253,237.438507,1031.45,97,514.6,50.5,100.5,13.59393548,35.69285484,100,50,3151,14.13778824,35.83759412,0.313007843,0.313007843,215.8725686,4.159411765,2127.869767,2346.347466,4.632203438,7.88052137,0.296424127,8.573773639,0.16995335
OC473,2011,8,25,D,17,7,17.07,31,50.0604,-41.7278,237.444271,1039.75,71,389.5,26.2,51,14.80352128,35.63659574,50,25,3151,13.86369615,35.11732308,1.692207692,1.692207692,254.6345385,22.72230769,2121.455381,2349.458379,4.026706634,7.894041592,0.268471138,7.085426886,0.136708658
OC473,2011,8,25,D,17,8,17.08,31,50.0634,-41.7307,237.448634,1046.033,88,522.8,0.6,26.3,16.04918462,34.23699231,25,0,3151,15.50430455,33.34113182,0.382618182,0.382618182,260.406,101.7863636,2054.608124,2297.519051,2.31355456,7.93730629,0.119747797,2.072514969,0.48229128
OC473,2011,8,25,D,17,9,17.09,31,50.0704,-41.7311,237.454676,1054.733,7,47.3,0.7,1.9,16.62977778,32.74566667,0,0,3151,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,1991.888822,2213.123552,1.598169742,7.933958998,0.078850788,0,0.871821762
OC473,2011,8,26,N,18,0,18,32,49.1102,-44.2784,238.02,28.8,232,1760.6,3.8,1012,4.842119701,34.70983666,1000,0,2947,8.52690743,35.18643293,0.087798293,0.090032798,220.9817108,3.783945242,2137.037683,2286.55173,9.040920172,7.736374668,0.705794733,13.37407689,0.648879618
OC473,2011,8,26,N,18,1,18.01,32,49.0872,-44.294,238.057269,122.47,140,923.7,798.4,998.4,3.832373134,34.86874254,1000,800,2947,4.610352773,34.94843101,0.020966161,0.032049751,253.4153468,0.018825598,2154.812194,2301.354118,9.964110699,7.717267817,0.76018024,14.7764618,0.97301536
OC473,2011,8,26,N,18,2,18.02,32,49.083,-44.3011,238.069711,140.38,116,677.6,599.8,796.7,4.043467391,34.88198913,800,600,2947,5.423132836,34.96130597,0.023446766,0.023446766,227.7375174,1E-12,2146.975424,2301.728825,9.824552344,7.720214892,0.770845175,15.12609406,1.284380275
OC473,2011,8,26,N,18,3,18.03,32,49.0802,-44.3083,238.078264,152.7,164,895.9,400.7,599.2,4.166762712,34.87711441,600,400,2947,7.863734328,35.02848756,0.024476119,0.024476119,190.3090348,1E-12,2150.495016,2300.574202,10.21271933,7.7233563,0.7825915,15.24279537,1.069668219
OC473,2011,8,26,N,18,4,18.04,32,49.0788,-44.3185,238.089225,208.48,229,1193.9,202.5,399.4,4.524627451,34.87630065,400,200,2947,11.28633234,35.44835622,0.016931841,0.016931841,214.5332736,0.001336125,2153.693128,2297.616136,10.24407911,7.715143844,0.807711174,15.42634065,0.94455466
OC473,2011,8,26,N,18,5,18.05,32,49.0781,-44.3329,238.103449,228.967,126,667.2,102.7,202.4,4.941295858,34.82239053,200,100,2947,12.40339802,35.55822673,0.030279208,0.030279208,212.2208416,0.254519802,2164.827864,2297.689748,10.71067004,7.705240137,0.887703023,16.69585985,0.608718409
OC473,2011,8,26,N,18,6,18.06,32,49.0787,-44.3407,238.111296,240.266,75,415.3,50,101.9,3.685603774,34.46334906,100,50,2947,13.65361373,35.71976667,0.261172549,0.261172549,215.2768431,3.113294118,2144.322218,2276.203245,9.337215444,7.709561064,0.711471303,13.78281935,0.09016609
OC473,2011,8,26,N,18,7,18.07,32,49.0795,-44.3453,238.116227,247.367,58,345.5,25.3,49.1,7.042,33.86774194,50,25,2947,14.85832308,35.73450769,1.788115385,1.788115385,238.0334231,27.70115385,2078.959512,2255.687374,4.753495704,7.815490694,0.300394424,5.744019755,0.126978504
OC473,2011,8,26,N,18,8,18.08,32,49.0816,-44.3471,238.120544,253.583,36,249.3,-0.7,25,12.53476389,33.32704167,25,0,2947,17.13024091,34.93843636,0.478463636,0.478463636,235.5574091,133.5863636,2021.814848,2232.195191,1.838924902,7.897585672,0.063619153,0,0.22428004
OC473,2011,8,26,N,18,9,18.09,32,49.0806,-44.345,238.123889,258.4,1,9.6,-0.1,0.9,12.65285714,33.10714286,0,0,2947,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2019.293637,2222.452175,1.68999139,7.893051418,0.06874182,0,0.194603072
NH1208,2012,8,11,N,1,0,1,Test_1,45.4318,-127.8646,224.712326,1705.749,714,4895.2,1.2,52.3,10.97306673,32.49576692,50,0,1016,12.6758,32.68434359,1.62174359,1.62174359,279.6658462,369.9564103,,,,,,,
NH1208,2012,8,11,N,1,1,1.01,Test_1,45.4308,-127.8616,224.76081,1815.566,50,365,23.9,48.8,10.282725,32.5172125,50,25,1016,11.1314,32.70083462,1.791076923,1.791076923,290.6631538,193.3961538,,,,,,,
NH1208,2012,8,11,N,1,2,1.02,Test_1,45.4327,-127.8625,224.764525,1820.916,62,417.3,-0.4,24.1,16.29310345,31.97456322,25,0,1016,15.75390714,32.65124286,1.296892857,1.296892857,257.7032143,704.0714286,,,,,,,
NH1208,2012,8,11,N,1,3,1.03,Test_1,45.4347,-127.8636,224.768576,1826.749,2,13.4,-0.7,0.1,16.73775,22.64441667,0,0,1016,15.8335,32.6524,1.3909,1.3909,257.965,893,,,,,,,
NH1208,2012,8,16,N,2,1,2.01,1,49.8658,-149.4268,229.035116,50.57,134,1003.9,0.5,712.3,4.298203101,33.60906822,700,0,102,4.177968006,33.7905462,0.324446915,0.324446915,96.62929842,1.728708752,2206.569231,2261.353846,46.12246154,7.4952,,,
NH1208,2012,8,16,N,2,0,2,1,49.8635,-149.4317,229.03985,57.38,0,0,0.1,0.3,13.04666667,0.461,0,0,102,12.123,32.5225,2.1565,2.1565,279.935,12.3,2020.2,2202.6,8.256,7.8372,,,
NH1208,2012,8,16,D,3,1,3.01,2,49.4958,-149.154,229.384271,913.35,390,2381.2,-4.8,1012.4,4.208469149,33.79264574,1000,0,203,3.938250752,33.91422648,0.237021364,0.237021364,85.40920662,150.0514644,2224.396875,2287.1375,75.4005,7.485,,,
NH1208,2012,8,16,D,3,2,3.02,2,49.4952,-149.1563,229.387477,917.967,4,28.4,-5.5,999.2,5.442176871,26.29005442,1000,0,203,2.980716418,34.35515672,0.157099005,0.157099005,23.21767164,1.963681592,2224.396875,2287.1375,75.4005,7.485,,,
NH1208,2012,8,16,D,3,0,3,2,49.492,-149.1628,229.393356,926.433,105,550,-5.3,800.7,3.565797357,33.36628634,800,0,203,3.350730846,34.27253532,0.165887562,0.165887562,25.96269652,1.885223881,2214.49,2281.066667,70.9328,7.496573333,,,
NH1208,2012,8,16,D,3,3,3.03,2,49.4617,-149.2194,229.457917,1059.4,390,2127,396.3,592.8,3.671191806,34.09923836,600,400,203,3.669750746,34.12894826,0.167676617,0.167676617,32.36256716,1.875273632,2340.166667,2340.566667,111.112,7.2846,,,
NH1208,2012,8,16,D,3,4,3.04,2,49.449,-149.2375,229.482859,1135.317,203,1090.6,194.9,396.6,3.730051095,33.89305839,400,200,203,3.772459701,33.87511443,0.159602488,0.159602488,76.91815423,1.832338308,2297.2,2303.675,91.332,7.310825,,,
NH1208,2012,8,16,D,3,5,3.05,2,49.4429,-149.2469,229.49559,1153.65,160,918.7,96.7,194.5,3.947887931,33.48608621,200,100,203,4.294850495,33.1959901,0.180013861,0.180013861,239.5118416,7.05970297,2168.5,2252.45,51.342,7.566275,,,
NH1208,2012,8,16,D,3,6,3.06,2,49.4375,-149.2549,229.506377,1209.183,63,325.9,46.4,96.2,5.01485,32.706975,100,50,203,5.643729412,32.72252549,0.858419608,0.858419608,312.2449216,116.7882353,2077.6,2214.766667,27.176,7.734533333,,,
NH1208,2012,8,16,D,3,7,3.07,2,49.4356,-149.2577,229.510093,1214.534,35,167.4,23.9,46,6.887,32.61438095,50,25,203,8.093919231,32.61346923,1.257196154,1.257196154,313.7755769,1103,2053.3,2213,24.768,7.7756,,,
NH1208,2012,8,16,D,3,8,3.08,2,49.4345,-149.2591,229.512037,1217.333,98,523.3,-6.5,23.1,10.48396992,32.4877594,25,0,203,11.88411818,32.46445,0.660490909,0.660490909,280.3177273,5261.818182,2034.95,2207.8,19.092,7.8088,,,
NH1208,2012,8,16,D,3,9,3.09,2,49.4313,-149.263,229.518218,1226.234,11,64.2,-6.6,-4.8,12.48633333,32.41444444,0,0,203,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2025.3,2204.5,14.448,7.825,,,
NH1208,2012,8,31,D,4,0,4,3,48.9956,-148.2275,244.460868,1103.65,178,1223.4,0.9,419.9,5.722992208,33.26298701,420,0,305,4.801609592,33.42381727,0.358429976,0.358429976,170.1432614,132.1822302,2153.865,2244.5,46.956,7.595005,,,
NH1208,2012,8,31,D,5,0,5,3,48.9468,-148.3307,244.651273,1537.833,167,1040.7,1,1007.8,4.650243056,33.76514005,1000,0,306,3.989248947,33.89158736,0.245968104,0.245968104,92.80696088,22.29425276,2222.73,2222.73,2222.73,2222.73,,,
NH1208,2012,8,31,D,5,1,5.01,3,48.9308,-148.3662,244.691609,1635.917,127,724.3,801.8,999.2,3.061245989,34.32227807,1000,800,306,3.060706965,34.34394229,0.158110448,0.158110448,25.17111443,1.843830846,2369.6,2369.6,2369.6,2369.6,,,
NH1208,2012,8,31,D,5,2,5.02,3,48.9284,-148.3756,244.700301,1648.433,194,1108.8,599.5,801.8,3.384651685,34.24746442,800,600,306,3.450485572,34.25100249,0.15719602,0.15719602,28.84683085,1.805522388,2362.233333,2362.233333,2362.233333,2362.233333,,,
NH1208,2012,8,31,D,5,3,5.03,3,48.9319,-148.3884,244.712708,1706.3,214,1155,400.5,597.8,3.740591078,34.07943494,600,400,306,3.757962687,34.0962592,0.155639303,0.155639303,42.50025871,1.746169154,2339.566667,2339.566667,2339.566667,2339.566667,,,
NH1208,2012,8,31,D,5,4,5.04,3,48.9357,-148.4019,244.725208,1724.3,250,1382.7,201.1,399.4,3.826022013,33.85317296,400,200,306,3.858651741,33.85231294,0.150555721,0.150555721,94.60781095,1.589353234,2280.3625,2280.3625,2280.3625,2280.3625,,,
NH1208,2012,8,31,D,5,5,5.05,3,48.9401,-148.4167,244.739977,1745.567,88,530,98.5,199.3,4.164640625,33.26002344,200,100,306,4.232212871,33.14566535,0.178350495,0.178350495,252.4077228,2.11990099,2136.3375,2136.3375,2136.3375,2136.3375,,,
NH1208,2012,8,31,D,5,6,5.06,3,48.9416,-148.4212,244.745926,1754.133,50,304.3,52.3,97.7,5.330069444,32.71491667,100,50,306,5.232476471,32.71492549,0.661639216,0.661639216,310.1046275,17.76039216,2069.4,2069.4,2069.4,2069.4,,,
NH1208,2012,8,31,D,5,7,5.07,3,48.9424,-148.4242,244.749271,1758.95,39,227.8,26.6,51.9,7.855075472,32.58020755,50,25,306,7.626788462,32.64393462,1.552823077,1.552823077,309.7763077,147.9192308,2040.7,2040.7,2040.7,2040.7,,,
NH1208,2012,8,31,D,5,8,5.08,3,48.9433,-148.4263,244.751736,1802.5,43,267.9,-1.5,26.4,12.68113846,32.41601538,25,0,306,12.75118182,32.45173636,1.456954545,1.456954545,269.6580455,738.4545455,2021.15,2021.15,2021.15,2021.15,,,
NH1208,2012,8,31,D,5,9,5.09,3,48.944,-148.4285,244.754757,1806.85,3,18.6,-1.2,-0.5,13.22883333,32.397,0,0,306,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2020,2020,2020,2020,,,
NH1208,2012,9,1,N,6,0,6,3,48.9128,-148.6815,245.03044,43.83,607,3837.7,0.4,1007.5,4.446257373,33.72933065,1000,0,307,4.0073667,33.88832106,0.316934403,0.316934403,92.40824473,1.736218656,2222.73,2282.593333,74.3728,7.498423333,,,
NH1208,2012,9,1,N,6,1,6.01,3,48.9242,-148.7473,245.082512,158.82,50,272.7,952.4,995.6,2.9392,34.34838571,1000,950,307,2.923629412,34.37277059,0.143762745,0.143762745,24.10301961,1.886862745,2372.4,2384.9,149.64,7.3123,,,
NH1208,2012,9,1,N,6,2,6.02,3,48.925,-148.7511,245.085764,203.5,154,733.9,801.8,952,3.086675258,34.31615979,950,800,307,3.095625166,34.33600861,0.155440397,0.155440397,24.22711258,1.821986755,2369.6,2376.65,142.416,7.31175,,,
NH1208,2012,9,1,N,6,3,6.03,3,48.9273,-148.7617,245.09478,216.48,238,1105,602.4,801.1,3.474086022,34.22076344,800,600,307,3.456551244,34.2479199,0.151502985,0.151502985,27.78014428,1.745721393,2362.233333,2358.1,128.312,7.307,,,
NH1208,2012,9,1,N,6,4,6.04,3,48.9308,-148.779,245.107743,235.15,269,1264.7,373.3,601.9,3.763496855,34.07923585,600,375,307,3.784008407,34.08879159,0.164780973,0.164780973,44.27465487,1.753849558,2339.566667,2332.333333,109.736,7.302533333,,,
NH1208,2012,9,1,N,6,5,6.05,3,48.9341,-148.7973,245.122523,256.433,4,13.7,369.9,372.8,3.7905,33.93525,375,375,307,3.8088,33.9571,0.1566,0.1566,59.444,1.82,2321.4,2317.5,97.008,7.3117,,,
NH1208,2012,9,1,N,6,6,6.06,3,48.9341,-148.7976,245.122708,256.7,247,1214.3,177,368.2,3.790335463,33.80113099,375,175,307,3.878036816,33.80345473,0.151152239,0.151152239,107.3678607,1.654825871,2280.3625,2295.725,79.464,7.3662875,,,
NH1208,2012,9,1,N,6,7,6.07,3,48.9371,-148.8142,245.137245,317.633,41,214.2,155.4,176.4,4.001641509,33.46535849,175,155,307,4.064347619,33.41455714,0.125471429,0.125471429,222.5429048,1.502857143,2191.775,2258.95,51.084,7.522825,,,
NH1208,2012,9,1,N,6,8,6.08,3,48.9377,-148.8173,245.139711,321.184,104,590,89.7,157.9,4.183945946,32.88532432,155,90,307,4.529063636,32.78559242,0.226068182,0.226068182,301.8499091,1.374090909,2105.266667,2223,31.648,7.680333333,,,
NH1208,2012,9,1,N,6,9,6.09,3,48.9389,-148.8241,245.146586,331.084,90,560.3,48.2,89.8,5.267696552,32.66710345,90,50,307,5.581946341,32.68466098,0.903656098,0.903656098,311.7950244,1.283658537,2069.4,2209.8,24.768,7.74565,,,
NH1208,2012,9,1,N,6,10,6.1,3,48.94,-148.8308,245.153322,340.784,48,301.9,24.3,49.3,7.344333333,32.58933333,50,25,307,7.84935,32.6318,3.858807692,3.858807692,316.6827308,1.28,2040.7,2200.25,20.124,7.8007,,,
NH1208,2012,9,1,N,6,11,6.11,3,48.9405,-148.834,245.156944,345.999,70,420.8,1.6,24.7,12.65563,32.4077,25,0,307,12.48806364,32.45442273,1.764336364,1.764336364,272.7547727,3.896818182,2021.15,2193.2,16.512,7.84075,,,
NH1208,2012,9,1,N,6,12,6.12,3,48.9411,-148.8384,245.161597,352.7,13,64.3,-1.5,1,12.94664286,30.27653571,0,0,307,12.9616,32.4257,1.6399,1.6399,266.94,15,2020,2192.6,16.512,7.8425,,,
NH1208,2012,9,2,D,7,0,7,7,46.9989,-144.7368,246.375428,900.616,308,2373.2,4,1012.6,5.071802768,33.77500692,1000,0,711,4.608438516,33.89351856,0.22885336,0.22885336,96.86198596,53.32930792,2191.1,2282.173333,71.1392,7.520093333,,,
NH1208,2012,9,2,D,7,1,7.01,7,46.9974,-144.776,246.415718,958.634,197,1195.6,796.8,1001.5,3.172096774,34.2993871,1000,800,711,3.180318905,34.31972537,0.168851741,0.168851741,21.03872637,1.860646766,2351.9,2371.9,141.384,7.3071,,,
NH1208,2012,9,2,D,7,2,7.02,7,46.9969,-144.7901,246.430116,1019.367,178,1046.9,600.9,795.7,3.606882129,34.20963498,800,600,711,3.647855721,34.21927413,0.153674129,0.153674129,29.54704478,1.810746269,2329.933333,2353.7,126.592,7.3085,,,
NH1208,2012,9,2,D,7,3,7.03,7,46.9968,-144.8026,246.442338,1036.967,196,1095.3,400.7,599.9,4.087310861,34.05578277,600,400,711,4.076053234,34.06434925,0.15009005,0.15009005,52.92240299,1.77278607,2298.133333,2327.033333,104.576,7.3222,,,
NH1208,2012,9,2,D,7,4,7.04,7,46.9969,-144.8165,246.454745,1054.833,243,1332.6,201.5,400.1,4.662533123,33.84766562,400,200,711,4.728657214,33.85757662,0.150018905,0.150018905,113.988005,1.700348259,2233.3,2291.75,71.982,7.409825,,,
NH1208,2012,9,2,D,7,5,7.05,7,46.9971,-144.8336,246.469479,1116.05,143,772.4,101.4,200.8,5.754801105,33.42141989,200,100,711,5.852492079,33.27544158,0.180725743,0.180725743,248.521198,6.579405941,2113.125,2240.45,35.346,7.646925,,,
NH1208,2012,9,2,D,7,6,7.06,7,46.9974,-144.8434,246.477882,1128.15,74,411.4,51.7,101.1,6.086787234,32.76005319,100,50,711,6.508498039,32.77770392,0.783139216,0.783139216,302.2471569,104.6392157,2040.75,2210.25,23.22,7.76075,,,
NH1208,2012,9,2,D,7,7,7.07,7,46.9975,-144.8484,246.482257,1134.45,44,260.1,26.8,51.2,8.391180328,32.67180328,50,25,711,10.23426154,32.66305385,1.339503846,1.339503846,295.5058846,691.0384615,2007.9,2204.55,20.124,7.8272,,,
NH1208,2012,9,2,D,7,8,7.08,7,46.9975,-144.8515,246.485093,1138.534,46,273.1,-1.4,26.2,13.66659701,32.5100597,25,0,711,14.02487273,32.53237273,0.615440909,0.615440909,265.0615909,1326.363636,1996.6,2200.7,18.576,7.8678,,,
NH1208,2012,9,2,D,7,9,7.09,7,46.9975,-144.8549,246.488194,1142.999,0,0,-1.5,-1.4,13.84625,19.313,0,0,711,26.1694,36.2337,0.0617,0.0617,196.714,1E-12,2005.6,2200.8,18.576,7.8679,,,
NH1208,2012,9,2,N,8,0,8,7,47.0215,-144.6109,246.859826,2038.149,327,2455.3,1.1,1019.3,5.184784897,33.73561098,1000,0,713,4.698380542,33.90177984,0.26998004,0.26998004,99.21182146,1.842046138,2191.1,2282.173333,71.1392,7.520093333,,,
NH1208,2012,9,2,N,8,1,8.01,7,47.0322,-144.6463,246.90044,2136.634,165,1136.8,785,999.2,3.138446602,34.30728155,1000,800,713,3.168855721,34.32185174,0.163716418,0.163716418,21.51698507,1.871343284,2351.9,2371.9,141.384,7.3071,,,
NH1208,2012,9,2,N,8,2,8.02,7,47.0353,-144.6581,246.914792,2157.3,167,1075.8,600.9,785.3,3.594142857,34.20918681,800,600,713,3.641419403,34.22197711,0.15700199,0.15700199,29.04427861,1.796467662,2329.933333,2353.7,126.592,7.3085,,,
NH1208,2012,9,2,N,8,3,8.03,7,47.0378,-144.6681,246.927477,2215.567,75,501.4,494.6,600.3,3.965697674,34.12113178,600,500,713,4.074644554,34.11430693,0.157654455,0.157654455,45.14188119,1.79,2298.133333,2327.033333,104.576,7.3222,,,
NH1208,2012,9,2,N,8,4,8.04,7,47.038,-144.6727,246.933472,2224.2,136,943.9,300.6,493.8,4.347436975,33.93991176,500,300,713,4.340423881,33.95674129,0.159046766,0.159046766,81.03787562,1.742686567,2233.3,2291.75,71.982,7.409825,,,
NH1208,2012,9,2,N,8,5,8.05,7,47.0353,-144.6807,246.944525,2240.116,191,1298.5,100.2,299.6,5.443429907,33.6316947,300,100,713,5.621040796,33.5751403,0.150600498,0.150600498,200.0793085,1.528706468,2113.125,2240.45,35.346,7.646925,,,
NH1208,2012,9,2,N,8,6,8.06,7,47.0293,-144.6905,246.959444,2301.599,90,610,51.1,98.7,6.737816327,32.74537415,100,50,713,6.937921569,32.79842941,0.923054902,0.923054902,301.0446863,1.282941176,2040.75,2210.25,23.22,7.76075,,,
NH1208,2012,9,2,N,8,7,8.07,7,47.0265,-144.6953,246.966273,2311.433,42,302.1,24.5,51.3,9.771890411,32.62878082,50,25,713,10.74595,32.65625,1.881696154,1.881696154,292.9346154,1.297307692,2007.9,2204.55,20.124,7.8272,,,
NH1208,2012,9,2,N,8,8,8.08,7,47.0251,-144.6976,246.969664,2316.316,80,469.3,-0.3,24.2,14.2280991,32.52863964,25,0,713,14.22839545,32.54333182,1.596377273,1.596377273,264.4285455,7.862272727,1996.6,2200.7,18.576,7.8678,,,
NH1208,2012,9,2,N,8,9,8.09,7,47.023,-144.7012,246.974826,2323.749,6,36.9,-0.9,0.9,14.24181481,30.62396296,0,0,713,14.2481,32.5398,1.6047,1.6047,263.248,38.1,2005.6,2200.8,18.576,7.8679,,,
NH1208,2012,9,3,N,9,0,9,11,45.0476,-141.4488,247.985775,2339.516,612,4203.8,1.1,1014.3,5.974955066,33.7798978,1000,0,1117,5.55677653,33.69423129,0.220129388,0.220129388,108.8207442,1.662517553,2165.29375,2268.10625,36.12,7.598690625,,,
NH1208,2012,9,3,N,9,1,9.01,11,45.0182,-141.399,248.038727,55.77,271,1361.7,798.6,999.2,3.359822086,34.26340798,1000,800,1117,3.312995522,34.29429154,0.152958209,0.152958209,17.44989055,1.859303483,2353.1,2367.2,87.72,7.29765,,,
NH1208,2012,9,3,N,9,2,9.02,11,45.0092,-141.386,248.053877,117.58,235,1127.3,598.8,798.5,3.90264751,34.13967433,800,600,1117,3.894362687,34.16424577,0.14768806,0.14768806,31.85746766,1.774975124,2325.133333,2342.766667,74.304,7.307733333,,,
NH1208,2012,9,3,N,9,3,9.03,11,45.0019,-141.3746,248.066007,135.05,244,1158.4,398.7,598.5,4.63288015,33.99790262,600,400,1117,4.699029851,34.00699403,0.156968159,0.156968159,74.6499602,1.669353234,2282.3,2308.533333,65.36,7.376,,,
